APN,STRNBR,STRDIRECT,STRNAME,STRAPART,STRFRACT,BLDSQFTTAXABLE
059 226000400,1512,,WALNUT ST,,,3239
059 226000500,1514,,WALNUT ST,,,3258
059 226000600,1516,,WALNUT ST,,,2700
059 226000700,1518,,WALNUT ST,,,2904
059 226000800,1526,,WALNUT ST,,,6591
059 226000900,1528,,WALNUT ST,,,5505
059 226001000,1532,,WALNUT ST,,,3009
059 226001100,1536,,WALNUT ST,,,2298
059 226001200,1540,,WALNUT ST,,,3236
059 226001300,1550,,WALNUT ST,,,17784
059 226001400,2109,,CEDAR ST,,,4056
059 226001501,1549,,SHATTUCK AVE,,,2727
059 226001502,1543,,SHATTUCK AVE,,,4813
059 226001600,1537,,SHATTUCK AVE,,,7271
059 226001700,1533,,SHATTUCK AVE,,,3780
059 226001800,1531,,SHATTUCK AVE,,,13038
059 226001900,1525,,SHATTUCK AVE,,,5064
059 226002003,1519,,SHATTUCK AVE,,,7642
059 226002100,1517,,SHATTUCK AVE,,,2423
059 226002201,1515,,SHATTUCK AVE,,,2256
059 226002202,1511,,SHATTUCK AVE,,,9537
059 226100101,1414,,WALNUT ST,,,21502
059 226100102,1451,,SHATTUCK AVE,,,17932
059 226100403,1444,,WALNUT ST,,,8548
059 226100500,2113,,VINE ST,,,1280
059 226100600,2111,,VINE ST,,,6711
059 226100700,1495,,SHATTUCK AVE,,,6750
059 226100800,1481,,SHATTUCK AVE,,,2555
059 226100900,1475,,SHATTUCK AVE,,,3400
059 226101000,1463,,SHATTUCK AVE,,,5664
059 226101100,1440,,WALNUT ST,9,,862
059 226101200,1440,,WALNUT ST,1,,1506
059 226101300,1440,,WALNUT ST,2,,1506
059 226101400,1440,,WALNUT ST,3,,1506
059 226101500,1440,,WALNUT ST,4,,1506
059 226101600,1440,,WALNUT ST,5,,1506
059 226101700,1440,,WALNUT ST,6,,1506
059 226101800,1440,,WALNUT ST,7,,2235
059 226101900,1440,,WALNUT ST,8,,2235
059 226102000,1440,,WALNUT ST,COM,,0
059 226200100,1400,,SHATTUCK AVE,,,19118
059 226200500,1480,,SHATTUCK AVE,,,2369
059 226200600,2085,,VINE ST,,,3091
059 226200700,2037,,VINE ST,,,4361
059 226200800,1453,,HENRY ST,,,2585
059 226200900,1451,,HENRY ST,,,1236
059 226202102,1444,,SHATTUCK PL,,,50528
059 226202103,1425,,HENRY ST,,,0
059 226300200,2036,,VINE ST,,,2422
059 226300301,2044,,VINE ST,,,10094
059 226300601,1516,,SHATTUCK AVE,,,11813
059 226300900,1540,,SHATTUCK AVE,,,5515
059 226301001,1550,,SHATTUCK AVE,,,37323
059 226302401,1536,,SHATTUCK AVE,,,0
059 226302700,1507,,HENRY ST,,,2287
059 226302801,2024,,VINE ST,,,7349
059 226302900,1509,,HENRY ST,A,,1872
059 226303000,1511,,HENRY ST,B,,1872
059 226303100,1513,,HENRY ST,C,,1872
059 226303200,0,,HENRY ST,,,0
059 226303300,1515,,HENRY ST,A,,1872
059 226303400,1517,,HENRY ST,B,,1872
059 226303500,1519,,HENRY ST,C,,1872
059 226303600,0,,HENRY ST,,,0
059 226400100,1501,,MILVIA ST,,,1606
059 226400200,2010,,VINE ST,,,4181
059 226400300,2016,,VINE ST,,,1156
059 226400400,2020,,VINE ST,,,1249
059 226400500,1506,,HENRY ST,,,1154
059 226400600,1508,,HENRY ST,,,1677
059 226400700,1510,,HENRY ST,,,1696
059 226400800,1516,,HENRY ST,,,4694
059 226400900,1520,,HENRY ST,,,1793
059 226401000,1522,,HENRY ST,,,5638
059 226401100,1524,,HENRY ST,,,1323
059 226401200,1526,,HENRY ST,,,2077
059 226401401,1530,,HENRY ST,,,14316
059 226401500,1538,,HENRY ST,,,4860
059 226401600,1588,,HENRY ST,,,11880
059 226401700,2015,,CEDAR ST,,,1499
059 226401800,2011,,CEDAR ST,,,1557
059 226401900,2009,,CEDAR ST,,,2041
059 226402000,2007,,CEDAR ST,,,912
059 226402100,1543,,MILVIA ST,,,1332
059 226402200,1541,,MILVIA ST,,,1470
059 226402300,1537,,MILVIA ST,,,1587
059 226402400,1535,,MILVIA ST,,,2184
059 226402500,1533,,MILVIA ST,,,1918
059 226402600,1531,,MILVIA ST,,,4976
059 226402700,1525,,MILVIA ST,,,2858
059 226402800,1523,,MILVIA ST,,,1698
059 226402900,1519,,MILVIA ST,,,2026
059 226403000,1517,,MILVIA ST,,,2572
059 226403100,1515,,MILVIA ST,,,4907
059 226403200,1509,,MILVIA ST,,,1616
059 226403300,1505,,MILVIA ST,,,1919
059 226500200,2004,,ROSE ST,,,1028
059 226500401,2012,,ROSE ST,,,1426
059 226500402,2014,,ROSE ST,,,2004
059 226500403,2016,,ROSE ST,,,1764
059 226500601,1406,,HENRY ST,,,23771
059 226500800,1418,,HENRY ST,,,2574
059 226500900,1420,,HENRY ST,,,1504
059 226501101,1430,,HENRY ST,,,8458
059 226501201,1438,,HENRY ST,,,2818
059 226501300,1442,,HENRY ST,,,3555
059 226501400,2021,,VINE ST,,,6230
059 226501500,2009,,VINE ST,,,2090
059 226501600,2005,,VINE ST,,,3444
059 226501700,2001,,VINE ST,,,2126
059 226501800,1443,,MILVIA ST,,,3101
059 226501900,1437,,MILVIA ST,,,3001
059 226502000,1435,,MILVIA ST,,,2141
059 226502100,1431,,MILVIA ST,,,1545
059 226502200,1427,,MILVIA ST,,,3034
059 226502300,1425,,MILVIA ST,,,2416
059 226502400,1421,,MILVIA ST,,,3963
059 226502500,1419,,MILVIA ST,,,3778
059 226502700,1409,,MILVIA ST,,,1710
059 226502800,1408,,HENRY ST,,,1302
059 226502900,1410,,HENRY ST,,,1572
059 226503000,1414,,HENRY ST,,,1415
059 226503100,1412,,HENRY ST,,,1425
059 226503200,1408,,HENRY ST,COM,,0
059 226503300,1404,,HENRY ST,1,,1734
059 226503400,1404,,HENRY ST,2,,1134
059 226503500,1404,,HENRY ST,3,,1134
059 226503600,1404,,HENRY ST,4,,1134
059 226503700,1404,,HENRY ST,COM,,0
059 226503800,2008,,ROSE ST,,,1002
059 226503900,2006,,ROSE ST,,,852
059 226504000,0,,ROSE ST,,,0
059 226504200,1403,,MILVIA ST,,,1760
059 226504300,1401,,MILVIA ST,,,1775
059 226504400,2000,,ROSE ST,COM,,0
059 226600200,1934,,ROSE ST,,,2623
059 226600300,1950,,ROSE ST,,,5319
059 226600400,1408,,MILVIA ST,,,3249
059 226600500,1410,,MILVIA ST,,,1842
059 226600600,1414,,MILVIA ST,,,3122
059 226600700,1416,,MILVIA ST,,,2765
059 226600800,1418,,MILVIA ST,,,2054
059 226600900,1422,,MILVIA ST,,,2540
059 226601000,1424,,MILVIA ST,,,1223
059 226601100,1426,,MILVIA ST,,,2428
059 226601200,1428,,MILVIA ST,,,2846
059 226601300,1434,,MILVIA ST,,,3243
059 226601400,1436,,MILVIA ST,,,2053
059 226601500,1440,,MILVIA ST,,,3141
059 226601600,1941,,VINE ST,,,3505
059 226601700,1939,,VINE ST,,,808
059 226601800,1933,,VINE ST,,,1596
059 226601900,1931,,VINE ST,,,1636
059 226602000,1929,,VINE ST,,,1656
059 226602200,1441,,BONITA AVE,,,2023
059 226602300,1439,,BONITA AVE,,,1845
059 226602400,1437,,BONITA AVE,,,2118
059 226602500,1435,,BONITA AVE,,,4380
059 226602600,1431,,BONITA AVE,,,2713
059 226602800,1423,,BONITA AVE,,,2090
059 226602900,1421,,BONITA AVE,,,1272
059 226603000,1417,,BONITA AVE,,,2416
059 226603100,1415,,BONITA AVE,,,1200
059 226603200,1413,,BONITA AVE,,,1643
059 226603300,1409,,BONITA AVE,,,2001
059 226603400,1403,,BONITA AVE,,,3289
059 226603500,1925,,VINE ST,U-1,,1217
059 226603600,1927,,VINE ST,U-2,,1131
059 226603700,1925,,VINE ST,COM,,0
059 226603800,1427,,BONITA AVE,,,1083
059 226603900,1429,,BONITA AVE,,,1110
059 226604000,1429,,BONITA AVE,,2021-01-02T00:00:00.000,270
059 226604100,1427,,BONITA AVE,COM,,0
059 226604200,1401,,BONITA AVE,2,,926
059 226604300,1401,,BONITA AVE,,,926
059 226604400,1401,,BONITA AVE,COM,,0
059 226700201,1940,,VINE ST,,,1564
059 226700202,1950,,VINE ST,,,1564
059 226700203,1960,,VINE ST,,,1564
059 226700300,1520,,MILVIA ST,,,3563
059 226700400,1524,,MILVIA ST,,,8913
059 226700500,1540,,MILVIA ST,,,6724
059 226700600,1546,,MILVIA ST,,,2000
059 226700800,1558,,MILVIA ST,,,1428
059 226700900,1562,,MILVIA ST,,,2975
059 226701000,1572,,MILVIA ST,,,2825
059 226701100,1578,,MILVIA ST,,,1595
059 226701200,1580,,MILVIA ST,,,1807
059 226701301,1582,,MILVIA ST,,,2523
059 226701401,1584,,MILVIA ST,,,1766
059 226701500,1943,,CEDAR ST,,,1607
059 226701600,1941,,CEDAR ST,,,1533
059 226701700,1939,,CEDAR ST,,,1671
059 226701800,1937,,CEDAR ST,,,1702
059 226701900,1935,,CEDAR ST,,,1613
059 226702000,1933,,CEDAR ST,,,1577
059 226702100,1931,,CEDAR ST,,,1577
059 226702200,1927,,CEDAR ST,,,1984
059 226702300,1539,,BONITA AVE,,,1517
059 226702400,1537,,BONITA AVE,,,1518
059 226702500,1533,,BONITA AVE,,,1733
059 226702600,1531,,BONITA AVE,,,1801
059 226702700,1529,,BONITA AVE,,,1769
059 226702800,1525,,BONITA AVE,,,1403
059 226702900,1521,,BONITA AVE,,,1802
059 226703000,1515,,BONITA AVE,,,4141
059 226703101,1930,,VINE ST,,,37473
059 226703200,1500,,MILVIA ST,,,763
059 226703300,1502,,MILVIA ST,,,763
059 226703400,1502,,MILVIA ST,COM,,0
059 226703600,1552,,MILVIA ST,,,2087
059 226703700,1556,,MILVIA ST,A,,722
059 226703800,1556,,MILVIA ST,B,,716
059 226703900,1556,,MILVIA ST,C,,716
059 226704000,1556,,MILVIA ST,D,,716
059 226704100,1556,,MILVIA ST,COM,,0
059 226800100,1900,,VINE ST,,,2720
059 226800200,1906,,VINE ST,,,1074
059 226800300,1912,,VINE ST,,,1532
059 226800400,1914,,VINE ST,,,1106
059 226800500,1920,,VINE ST,,,2882
059 226800601,1504,,BONITA AVE,,,5976
059 226800800,1510,,BONITA AVE,,,3408
059 226800900,1512,,BONITA AVE,,,1527
059 226801101,1518,,BONITA AVE,,,6126
059 226801200,1522,,BONITA AVE,,,2015
059 226801300,1524,,BONITA AVE,,,1646
059 226801400,1530,,BONITA AVE,,,1012
059 226801500,1536,,BONITA AVE,,,802
059 226801600,1538,,BONITA AVE,,,2107
059 226801700,1540,,BONITA AVE,,,1991
059 226801800,1919,,CEDAR ST,,,2639
059 226801901,1539,,M L KING JR WAY,,,6724
059 226802203,1553,,M L KING JR WAY,,,4250
059 226802400,1537,,M L KING JR WAY,,,2324
059 226802500,1535,,M L KING JR WAY,,,1445
059 226802600,1533,,M L KING JR WAY,,,6394
059 226802700,1527,,M L KING JR WAY,,,2614
059 226802901,1519,,M L KING JR WAY,,,920
059 226802902,1517,,M L KING JR WAY,,,925
059 226802903,1515,,M L KING JR WAY,,,783
059 226803000,1511,,M L KING JR WAY,,,1943
059 226803100,1509,,M L KING JR WAY,,,1529
059 226803200,1507,,M L KING JR WAY,,,2003
059 226803300,1503,,M L KING JR WAY,,,1601
059 226803400,1521,,M L KING JR WAY,1,,1619
059 226803500,1521,,M L KING JR WAY,2,,1717
059 226803600,0,,M L KING JR WAY,,,0
059 226900100,1401,,M L KING JR WAY,,,4868
059 226900200,1908,,ROSE ST,,,1265
059 226900300,1912,,ROSE ST,,,2630
059 226900400,1914,,ROSE ST,,,1004
059 226900500,1400,,BONITA AVE,,,1580
059 226900600,1404,,BONITA AVE,,,1812
059 226900700,1410,,BONITA AVE,,,6697
059 226900800,1414,,BONITA AVE,,,1344
059 226900900,1418,,BONITA AVE,,,3249
059 226901000,1420,,BONITA AVE,,,2341
059 226901100,1422,,BONITA AVE,,,2134
059 226901200,1428,,BONITA AVE,,,3710
059 226901300,1438,,BONITA AVE,,,9975
059 226901402,1440,,BONITA AVE,,,2500
059 226901500,1917,,VINE ST,,,1783
059 226901600,1915,,VINE ST,,,1688
059 226901701,1911,,VINE ST,,,1713
059 226901800,1909,,VINE ST,,,4727
059 226901900,1465,,M L KING JR WAY,,,1363
059 226902000,1455,,M L KING JR WAY,,,1378
059 226902100,1449,,M L KING JR WAY,,,1378
059 226902200,1441,,M L KING JR WAY,,,1378
059 226902300,1437,,M L KING JR WAY,,,1793
059 226902400,1435,,M L KING JR WAY,,,4089
059 226902500,1433,,M L KING JR WAY,,,2100
059 226902600,1429,,M L KING JR WAY,,,4318
059 226902700,1425,,M L KING JR WAY,,,2171
059 226902800,1423,,M L KING JR WAY,,,9044
059 226902900,1421,,M L KING JR WAY,,,1100
059 226903000,1419,,M L KING JR WAY,,,2259
059 226903100,1417,,M L KING JR WAY,,,3000
059 226903200,1409,,M L KING JR WAY,,,3500
059 227000100,1824,,ROSE ST,,,4759
059 227000200,1836,,ROSE ST,,,2116
059 227000403,1408,,M L KING JR WAY,,,1212
059 227000504,1412,,M L KING JR WAY,,,1831
059 227000600,1414,,M L KING JR WAY,,,2519
059 227000700,1418,,M L KING JR WAY,,,1710
059 227000800,1422,,M L KING JR WAY,,,1852
059 227000900,1424,,M L KING JR WAY,,,3090
059 227001000,1426,,M L KING JR WAY,,,4852
059 227001100,1428,,M L KING JR WAY,,,1812
059 227001200,1430,,M L KING JR WAY,,,4352
059 227001300,1432,,M L KING JR WAY,,,1762
059 227001400,1434,,M L KING JR WAY,,,1924
059 227001500,1438,,M L KING JR WAY,,,1370
059 227001600,1446,,M L KING JR WAY,,,3810
059 227001700,1845,,VINE ST,,,1803
059 227001800,1841,,VINE ST,,,2992
059 227002000,1821,,VINE ST,,,979
059 227002100,1819,,VINE ST,,,1509
059 227002200,1443,,JOSEPHINE ST,,,1612
059 227002300,1441,,JOSEPHINE ST,,,2811
059 227002400,1437,,JOSEPHINE ST,,,1478
059 227002500,1433,,JOSEPHINE ST,,,967
059 227002600,1429,,JOSEPHINE ST,,,1401
059 227002700,1425,,JOSEPHINE ST,,,2732
059 227002800,1421,,JOSEPHINE ST,,,3187
059 227002901,1417,,JOSEPHINE ST,,,3001
059 227003100,1415,,JOSEPHINE ST,,,1821
059 227003200,1411,,JOSEPHINE ST,,,1500
059 227003300,1409,,JOSEPHINE ST,,,3251
059 227003400,1405,,JOSEPHINE ST,,,2105
059 227003500,1825,,VINE ST,1,,610
059 227003600,1825,,VINE ST,3,,610
059 227003700,1825,,VINE ST,2,,610
059 227003800,1825,,VINE ST,4,,610
059 227003900,1825,,VINE ST,6,,610
059 227004000,1825,,VINE ST,5,,610
059 227004100,1825,,VINE ST,,,0
059 227100100,1826,,VINE ST,,,2266
059 227100200,1832,,VINE ST,,,1846
059 227100300,1844,,VINE ST,,,2890
059 227100400,1504,,M L KING JR WAY,,,1789
059 227100500,1508,,M L KING JR WAY,,,1876
059 227100600,1512,,M L KING JR WAY,,,1974
059 227100700,1514,,M L KING JR WAY,,,1078
059 227100800,1516,,M L KING JR WAY,,,1200
059 227100900,1518,,M L KING JR WAY,,,3491
059 227101000,1522,,M L KING JR WAY,,,3273
059 227101100,1526,,M L KING JR WAY,,,1078
059 227101200,1530,,M L KING JR WAY,,,2150
059 227101400,1534,,M L KING JR WAY,,,2292
059 227101500,1538,,M L KING JR WAY,,,1901
059 227101600,1849,,CEDAR ST,,,4667
059 227101700,1841,,CEDAR ST,,,1578
059 227101800,1837,,CEDAR ST,,,2708
059 227101900,1835,,CEDAR ST,,,2209
059 227102000,1833,,CEDAR ST,,,2337
059 227102100,1549,,JOSEPHINE ST,,,1487
059 227102200,1547,,JOSEPHINE ST,,,1426
059 227102300,1545,,JOSEPHINE ST,,,1221
059 227102400,1543,,JOSEPHINE ST,,,2336
059 227102500,1541,,JOSEPHINE ST,,,1822
059 227102600,1529,,JOSEPHINE ST,,,1778
059 227102700,1527,,JOSEPHINE ST,,,2701
059 227102800,1525,,JOSEPHINE ST,,,2290
059 227102900,1521,,JOSEPHINE ST,,,3659
059 227103000,1517,,JOSEPHINE ST,,,1820
059 227103100,1515,,JOSEPHINE ST,,,1815
059 227103200,1511,,JOSEPHINE ST,,,2898
059 227103300,1507,,JOSEPHINE ST,,,1780
059 227103400,1505,,JOSEPHINE ST,,,1350
059 227103600,1532,,M L KING JR WAY,1,,910
059 227103700,1532,,M L KING JR WAY,2,,1089
059 227103800,1532,,M L KING JR WAY,3,,641
059 227103900,1532,,M L KING JR WAY,COM,,0
059 227200100,1810,,VINE ST,,,1322
059 227200200,1500,,JOSEPHINE ST,,,2380
059 227200300,1504,,JOSEPHINE ST,,,1093
059 227200400,1506,,JOSEPHINE ST,,,2234
059 227200500,1510,,JOSEPHINE ST,,,1575
059 227200600,1514,,JOSEPHINE ST,,,2209
059 227200800,1518,,JOSEPHINE ST,,,1883
059 227200900,1522,,JOSEPHINE ST,,,1560
059 227201000,1526,,JOSEPHINE ST,,,1576
059 227201100,1532,,JOSEPHINE ST,,,1622
059 227201200,1534,,JOSEPHINE ST,,,1510
059 227201300,1536,,JOSEPHINE ST,,,1536
059 227201400,1540,,JOSEPHINE ST,,,3151
059 227201500,1811,,CEDAR ST,,,1470
059 227201600,1809,,CEDAR ST,,,1637
059 227201700,1807,,CEDAR ST,,,1879
059 227201800,1805,,CEDAR ST,,,1890
059 227201900,1803,,CEDAR ST,,,846
059 227202000,1801,,CEDAR ST,,,2201
059 227202100,1541,,GRANT ST,,,930
059 227202200,1535,,GRANT ST,,,1542
059 227202300,1533,,GRANT ST,,,1572
059 227202400,1531,,GRANT ST,,,1793
059 227202500,1527,,GRANT ST,,,1395
059 227202600,1523,,GRANT ST,,,1932
059 227202700,1519,,GRANT ST,,,2267
059 227202800,1517,,GRANT ST,,,1053
059 227202900,1515,,GRANT ST,,,1312
059 227203000,1511,,GRANT ST,,,3750
059 227203100,1509,,GRANT ST,,,4861
059 227203200,1507,,GRANT ST,,,1714
059 227203400,1516,,JOSEPHINE ST,A,,1635
059 227203500,1516,,JOSEPHINE ST,B,,1635
059 227203600,1516,,JOSEPHINE ST,COM,,0
059 227300100,1401,,GRANT ST,,,4169
059 227300200,1808,,ROSE ST,,,2755
059 227300300,1812,,ROSE ST,,,3685
059 227300400,1400,,JOSEPHINE ST,,,2247
059 227300500,1406,,JOSEPHINE ST,,,2717
059 227300600,1408,,JOSEPHINE ST,,,2161
059 227300700,1410,,JOSEPHINE ST,,,962
059 227300800,1412,,JOSEPHINE ST,,,2039
059 227300900,1416,,JOSEPHINE ST,,,1119
059 227301000,1418,,JOSEPHINE ST,,,1832
059 227301100,1420,,JOSEPHINE ST,,,1557
059 227301200,1424,,JOSEPHINE ST,,,2394
059 227301301,1430,,JOSEPHINE ST,,,13757
059 227301500,1436,,JOSEPHINE ST,,,3372
059 227301600,1448,,JOSEPHINE ST,,,4328
059 227301700,1815,,VINE ST,,,2009
059 227301800,1813,,VINE ST,,,1872
059 227301900,1809,,VINE ST,,,1133
059 227302000,1807,,VINE ST,,,1672
059 227302100,1803,,VINE ST,,,1102
059 227302200,1449,,GRANT ST,,,2156
059 227302300,1441,,GRANT ST,,,1009
059 227302400,1435,,GRANT ST,,,1562
059 227302500,1433,,GRANT ST,,,1523
059 227302600,1431,,GRANT ST,,,1361
059 227302700,1429,,GRANT ST,,,1525
059 227302800,1427,,GRANT ST,,,1695
